dataset	subject	session	run	source_events	harmonized_events	n_trials	n_responded_trials	n_missed_trials	missed_trial_fraction	n_event_computer_punish	n_event_computer_neutral	n_event_computer_reward	n_event_friend_punish	n_event_friend_neutral	n_event_friend_reward	n_event_stranger_punish	n_event_stranger_neutral	n_event_stranger_reward	zero_count_conditions	exclude_run	exclusion_reason
rf1	10781	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10781	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10781/ses-01/func/sub-10781_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10783	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	8	6	2	8	8	2	8		false	
rf1	10783	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10783/ses-01/func/sub-10783_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	51	3	0.05555555555555555	8	2	7	8	2	8	8	1	7		false	
rf1	10785	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	10785	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10785/ses-01/func/sub-10785_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10794	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10794	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10794/ses-01/func/sub-10794_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10800	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	8	8	2	8	7	2	7		false	
rf1	10800	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10800/ses-01/func/sub-10800_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	50	4	0.07407407407407407	8	1	7	8	2	6	8	2	8		false	
rf1	10801	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	7	2	8		false	
rf1	10801	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10801/ses-01/func/sub-10801_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	7	2	8	8	2	8	8	2	8		false	
rf1	10802	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10802/ses-01/func/sub-10802_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10802/ses-01/func/sub-10802_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	10802	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10802/ses-01/func/sub-10802_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10802/ses-01/func/sub-10802_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10803	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10803/ses-01/func/sub-10803_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10803/ses-01/func/sub-10803_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10804	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	51	3	0.05555555555555555	6	2	8	8	2	8	8	2	7		false	
rf1	10804	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10804/ses-01/func/sub-10804_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	51	3	0.05555555555555555	8	2	6	8	1	8	8	2	8		false	
rf1	10806	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10806/ses-01/func/sub-10806_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10806/ses-01/func/sub-10806_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	10806	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10806/ses-01/func/sub-10806_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10806/ses-01/func/sub-10806_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10807	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	7	2	8	8	2	8	8	2	8		false	
rf1	10807	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10807/ses-01/func/sub-10807_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	8	7	2	8	8	2	8		false	
rf1	10809	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10809/ses-01/func/sub-10809_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10809/ses-01/func/sub-10809_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	34	20	0.37037037037037035	3	0	7	6	1	6	4	1	6	event_computer_neutral	true	missed_trials_gt_25pct
rf1	10809	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10809/ses-01/func/sub-10809_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10809/ses-01/func/sub-10809_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10810	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10810/ses-01/func/sub-10810_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10810/ses-01/func/sub-10810_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	1	8		false	
rf1	10810	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10810/ses-01/func/sub-10810_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10810/ses-01/func/sub-10810_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10812	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10812/ses-01/func/sub-10812_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10812/ses-01/func/sub-10812_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10812	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10812/ses-01/func/sub-10812_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10812/ses-01/func/sub-10812_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10817	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10817/ses-01/func/sub-10817_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10817/ses-01/func/sub-10817_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	7	8	2	8		false	
rf1	10817	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10817/ses-01/func/sub-10817_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10817/ses-01/func/sub-10817_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	7	2	8		false	
rf1	10827	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10827/ses-01/func/sub-10827_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10827/ses-01/func/sub-10827_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	46	8	0.14814814814814814	7	2	5	8	1	7	8	2	6		false	
rf1	10827	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10827/ses-01/func/sub-10827_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10827/ses-01/func/sub-10827_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	41	13	0.24074074074074073	5	1	5	6	2	7	7	1	7		false	
rf1	10831	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10831/ses-01/func/sub-10831_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10831/ses-01/func/sub-10831_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10831	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10831/ses-01/func/sub-10831_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10831/ses-01/func/sub-10831_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10834	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10834/ses-01/func/sub-10834_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10834/ses-01/func/sub-10834_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10834	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10834/ses-01/func/sub-10834_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10834/ses-01/func/sub-10834_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10838	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10838/ses-01/func/sub-10838_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10838/ses-01/func/sub-10838_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10838	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10838/ses-01/func/sub-10838_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10838/ses-01/func/sub-10838_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	49	5	0.09259259259259259	8	2	6	8	2	7	6	2	8		false	
rf1	10843	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10843/ses-01/func/sub-10843_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10843/ses-01/func/sub-10843_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10843	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10843/ses-01/func/sub-10843_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10843/ses-01/func/sub-10843_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	8	8	2	8	7	2	8		false	
rf1	10850	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10850/ses-01/func/sub-10850_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10850/ses-01/func/sub-10850_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10850	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10850/ses-01/func/sub-10850_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10850/ses-01/func/sub-10850_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	7	2	8	8	2	8	8	2	7		false	
rf1	10854	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10854/ses-01/func/sub-10854_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10854/ses-01/func/sub-10854_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	7	8	2	8	8	2	8		false	
rf1	10854	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10854/ses-01/func/sub-10854_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10854/ses-01/func/sub-10854_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10857	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10857/ses-01/func/sub-10857_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10857/ses-01/func/sub-10857_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10857	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10857/ses-01/func/sub-10857_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10857/ses-01/func/sub-10857_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10858	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10858/ses-01/func/sub-10858_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10858/ses-01/func/sub-10858_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10858	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10858/ses-01/func/sub-10858_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10858/ses-01/func/sub-10858_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10860	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10860/ses-01/func/sub-10860_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10860/ses-01/func/sub-10860_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	10860	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10860/ses-01/func/sub-10860_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10860/ses-01/func/sub-10860_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10862	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10862/ses-01/func/sub-10862_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10862/ses-01/func/sub-10862_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	7	8	2	8		false	
rf1	10862	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10862/ses-01/func/sub-10862_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10862/ses-01/func/sub-10862_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	7	2	8	8	2	8		false	
rf1	10863	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10863/ses-01/func/sub-10863_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10863/ses-01/func/sub-10863_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10863	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10863/ses-01/func/sub-10863_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10863/ses-01/func/sub-10863_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10866	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10866/ses-01/func/sub-10866_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10866/ses-01/func/sub-10866_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	10866	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10866/ses-01/func/sub-10866_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10866/ses-01/func/sub-10866_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10875	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10875/ses-01/func/sub-10875_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10875/ses-01/func/sub-10875_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10875	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10875/ses-01/func/sub-10875_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10875/ses-01/func/sub-10875_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10881	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10881/ses-01/func/sub-10881_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10881/ses-01/func/sub-10881_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	10886	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10886/ses-01/func/sub-10886_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10886/ses-01/func/sub-10886_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10887	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10887/ses-01/func/sub-10887_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10887/ses-01/func/sub-10887_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10887	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10887/ses-01/func/sub-10887_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10887/ses-01/func/sub-10887_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10896	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10896	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10896/ses-01/func/sub-10896_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	52	2	0.037037037037037035	8	2	8	8	2	8	6	2	8		false	
rf1	10897	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10897/ses-01/func/sub-10897_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10897/ses-01/func/sub-10897_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10898	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	1	8	8	2	8		false	
rf1	10898	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10898/ses-01/func/sub-10898_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
rf1	10908	01	1	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-1_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-1_desc-fullTrial_events.tsv	54	53	1	0.018518518518518517	8	2	8	8	2	8	8	2	7		false	
rf1	10908	01	2	/ZPOOL/data/projects/rf1-sra-linux2/bids/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-2_events.tsv	/ZPOOL/data/projects/sharedreward-aging/derivatives/harmonized/events/rf1/sub-10908/ses-01/func/sub-10908_ses-01_task-sharedreward_run-2_desc-fullTrial_events.tsv	54	54	0	0.0	8	2	8	8	2	8	8	2	8		false	
