dataset	subject	session	run	stage	input_bold	input_mask	voxel_size_x	voxel_size_y	voxel_size_z	n_volumes	tr_seconds	classic_fwhm_x	classic_fwhm_y	classic_fwhm_z	classic_fwhm_combined	acf_a	acf_b	acf_c	acf_effective_fwhm	afni_version
rf1	11540	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11540/ses-01/func/sub-11540_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11540/ses-01/func/sub-11540_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.305	3.72096	3.90817	3.6358	0.855899	2.03486	16.0061	5.16099	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11542	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11542/ses-01/func/sub-11542_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11542/ses-01/func/sub-11542_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.05596	3.38381	3.23021	3.22054	0.9451	1.86928	15.3103	4.35031	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11542	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11542/ses-01/func/sub-11542_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11542/ses-01/func/sub-11542_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.13129	3.35449	3.06267	3.18041	0.939267	1.84189	15.5799	4.29996	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11545	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11545/ses-01/func/sub-11545_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11545/ses-01/func/sub-11545_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.56033	3.93517	3.8943	3.79281	0.82192	2.08178	12.8684	5.38754	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11545	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11545/ses-01/func/sub-11545_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11545/ses-01/func/sub-11545_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.61083	3.9795	3.97905	3.85246	0.800454	2.08361	13.3097	5.47878	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11551	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11551/ses-01/func/sub-11551_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11551/ses-01/func/sub-11551_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.6842	4.46817	4.59416	4.22889	0.662046	2.14386	11.1541	6.09104	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11551	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11551/ses-01/func/sub-11551_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11551/ses-01/func/sub-11551_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.62592	4.43112	4.60355	4.19767	0.668004	2.13945	10.8722	6.02951	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11559	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11559/ses-01/func/sub-11559_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11559/ses-01/func/sub-11559_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.63911	3.7894	3.47547	3.6324	0.926298	2.08793	20.3015	5.05908	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11559	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11559/ses-01/func/sub-11559_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11559/ses-01/func/sub-11559_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.69736	3.9037	3.63289	3.74289	0.916132	2.14992	21.3472	5.29818	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11560	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.09695	3.43186	3.18549	3.23504	0.926444	1.84968	15.6896	4.36502	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11560	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11560/ses-01/func/sub-11560_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.12729	3.42935	3.33443	3.29458	0.926846	1.89448	15.8723	4.48335	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11563	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11563/ses-01/func/sub-11563_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11563/ses-01/func/sub-11563_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.26381	3.43056	3.31545	3.33588	0.950703	1.94419	16.5568	4.53627	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11563	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11563/ses-01/func/sub-11563_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11563/ses-01/func/sub-11563_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.24084	3.45527	3.34599	3.34622	0.947669	1.9445	16.558	4.54794	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11570	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11570/ses-01/func/sub-11570_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11570/ses-01/func/sub-11570_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.58244	3.61519	3.6718	3.62296	0.810991	1.94267	11.9822	4.99833	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11570	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11570/ses-01/func/sub-11570_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11570/ses-01/func/sub-11570_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.67646	3.81825	4.03864	3.84158	0.746589	2.00805	12.9204	5.47235	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11572	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11572/ses-01/func/sub-11572_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11572/ses-01/func/sub-11572_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.54844	3.61755	3.70431	3.62288	0.883199	2.054	18.9733	5.13121	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11572	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11572/ses-01/func/sub-11572_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11572/ses-01/func/sub-11572_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.68207	3.77183	3.80295	3.75193	0.836553	2.07211	14.518	5.33293	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11579	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11579/ses-01/func/sub-11579_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11579/ses-01/func/sub-11579_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.56783	3.86513	3.78688	3.73781	0.788752	2.0316	10.9582	5.30797	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11579	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11579/ses-01/func/sub-11579_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11579/ses-01/func/sub-11579_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.48345	3.80977	3.78822	3.69075	0.800566	2.01795	11.1388	5.2297	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11586	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11586/ses-01/func/sub-11586_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11586/ses-01/func/sub-11586_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.46276	4.10918	3.40093	3.64411	0.772603	1.97638	7.91103	5.05351	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11587	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11587/ses-01/func/sub-11587_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11587/ses-01/func/sub-11587_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.17618	3.63672	3.63845	3.47678	0.867903	1.95246	13.5971	4.84062	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11587	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11587/ses-01/func/sub-11587_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11587/ses-01/func/sub-11587_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.21138	3.72144	3.76893	3.55801	0.83472	1.96623	12.2014	4.98043	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11588	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11588/ses-01/func/sub-11588_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11588/ses-01/func/sub-11588_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.51835	3.74646	3.47366	3.57752	0.895127	2.03619	19.4865	5.02994	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11588	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11588/ses-01/func/sub-11588_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11588/ses-01/func/sub-11588_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.54251	3.79738	3.53304	3.62227	0.877287	2.03875	17.867	5.10163	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11591	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11591/ses-01/func/sub-11591_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11591/ses-01/func/sub-11591_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.75552	4.26863	4.18496	4.06334	0.682117	2.1072	9.77878	5.93176	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11591	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11591/ses-01/func/sub-11591_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11591/ses-01/func/sub-11591_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	4.03754	4.56169	4.42729	4.33637	0.576354	2.15425	9.25957	6.32646	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11597	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11597/ses-01/func/sub-11597_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11597/ses-01/func/sub-11597_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	4.55321	4.3949	4.58821	4.51132	0.593495	2.32273	8.73542	6.57694	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11597	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11597/ses-01/func/sub-11597_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11597/ses-01/func/sub-11597_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	4.27993	4.23726	4.18916	4.23529	0.702965	2.23697	9.60417	6.0443	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11598	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11598/ses-01/func/sub-11598_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11598/ses-01/func/sub-11598_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.78543	4.36063	4.46207	4.1918	0.634967	2.1391	9.00271	5.99584	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11598	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11598/ses-01/func/sub-11598_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11598/ses-01/func/sub-11598_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	4.00715	4.66347	4.71224	4.44895	0.559285	2.18259	9.41163	6.49994	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11599	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11599/ses-01/func/sub-11599_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11599/ses-01/func/sub-11599_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.40148	3.78353	4.09397	3.74889	0.847948	2.07985	18.9844	5.36819	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11599	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11599/ses-01/func/sub-11599_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11599/ses-01/func/sub-11599_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.4059	3.81075	4.08919	3.75803	0.836488	2.06844	19.1084	5.38719	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11600	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11600/ses-01/func/sub-11600_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11600/ses-01/func/sub-11600_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.78938	4.14956	4.34959	4.08952	0.7663	2.17637	13.3044	5.93202	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11600	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11600/ses-01/func/sub-11600_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11600/ses-01/func/sub-11600_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.78718	4.17311	4.35175	4.09713	0.748071	2.16345	12.7105	5.9322	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11606	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11606/ses-01/func/sub-11606_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11606/ses-01/func/sub-11606_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.45557	3.86661	3.72488	3.67836	0.882861	2.09074	14.9912	5.20741	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11606	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11606/ses-01/func/sub-11606_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11606/ses-01/func/sub-11606_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.39652	3.79741	3.60441	3.59571	0.890662	2.0471	15.1837	5.04716	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11614	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11614/ses-01/func/sub-11614_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11614/ses-01/func/sub-11614_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.56832	4.13169	4.01616	3.89763	0.799503	2.13902	12.266	5.50782	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11614	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11614/ses-01/func/sub-11614_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11614/ses-01/func/sub-11614_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.63367	4.12156	3.85847	3.86611	0.789897	2.11753	11.056	5.50767	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11622	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11622/ses-01/func/sub-11622_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11622/ses-01/func/sub-11622_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.89902	3.99421	4.0059	3.96608	0.852559	2.20059	19.4468	5.90009	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11622	01	2	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11622/ses-01/func/sub-11622_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11622/ses-01/func/sub-11622_ses-01_task-sharedreward_run-2_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.97421	4.05695	4.08807	4.03946	0.830314	2.20782	20.0478	5.93031	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
rf1	11623	01	1	pre_resample	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11623/ses-01/func/sub-11623_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-preproc_bold.nii.gz	/ZPOOL/data/projects/rf1-sra-linux2/derivatives/fmriprep/sub-11623/ses-01/func/sub-11623_ses-01_task-sharedreward_run-1_part-mag_space-MNI152NLin6Asym_desc-brain_mask.nii.gz	2.7	2.7	2.97	255	1.615	3.77374	4.05477	4.2576	4.02378	0.767905	2.17167	11.9749	5.93009	Precompiled binary linux_ubuntu_24_64: Aug  4 2026 (Version AFNI_26.2.03 'Gordian III')
