dataset	subject	ratings_file	source_resolution	candidate_count	candidate_files	ratings_file_sha256	n_source_rows	n_rating_blocks	selected_rating_block	n_selected_rows	partner_1_trait_0_n	partner_1_trait_0_mean	partner_1_trait_1_n	partner_1_trait_1_mean	partner_2_trait_0_n	partner_2_trait_0_mean	partner_2_trait_1_n	partner_2_trait_1_mean	partner_3_trait_0_n	partner_3_trait_0_mean	partner_3_trait_1_n	partner_3_trait_1_mean	win_sum	loss_sum	identical_ratings	exclude_subject	exclusion_reason	review_flags
rf1	11075	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11075/sub11075_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11075/sub11075_SR-Ratings-1.csv	d842d91cfc68672bb287e4568b173d1a654255198a72bd958dbd5875a2e87cb5	6	1	1	6	1	2.0	1	-5.0	1	3.0	1	0.0	1	5.0	1	-4.0	10.0	-9.0	false	false		
rf1	11076	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11076/sub11076_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11076/sub11076_SR-Ratings-1.csv	37c22d5fb2de651f400a950a416b08103648e95f3cf97ba3a9114b2265b8dad8	6	1	1	6	1	0.0	1	0.0	1	5.0	1	-3.0	1	5.0	1	-2.0	10.0	-5.0	false	false		
rf1	11078	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11078/sub11078_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11078/sub11078_SR-Ratings-1.csv	906e92bc39fc0f03a24b4d2e038bbfd46e3d42be90bd8dcf2d6affb548d1f1e7	6	1	1	6	1	0.0	1	0.0	1	3.0	1	0.0	1	4.0	1	-3.0	7.0	-3.0	false	false		
rf1	11083	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11083/sub11083_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11083/sub11083_SR-Ratings-1.csv	30fae9c98eb3b94b394269a4d74fc952c0a1cd071cb7392089f12d441678ea6b	6	1	1	6	1	0.0	1	-2.0	1	-2.0	1	0.0	1	5.0	1	1.0	3.0	-1.0	false	false		
rf1	11084	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11084/sub11084_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11084/sub11084_SR-Ratings-1.csv	778fdfef0165f4a7ec12001f2510bedd5980c4e14abc88fcbe4df7b41df8fbfa	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-5.0	5.0	-5.0	false	false		
rf1	11085	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11085/sub11085_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11085/sub11085_SR-Ratings-1.csv	d0acb18d4da3b0621b6bc76d585577df5dcc87f71fb629a063918625ac7dcc46	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	1	0.0	0.0	0.0	true	true	identical_ratings	
rf1	11090	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11090/sub11090_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11090/sub11090_SR-Ratings-1.csv	b05397b9c6be59dcc09297739d3c6695fa67c75550e68c85fa710028692aabe2	6	1	1	6	1	5.0	1	-3.0	1	5.0	1	-1.0	1	5.0	1	0.0	15.0	-4.0	false	false		
rf1	11110	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11110/sub11110_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11110/sub11110_SR-Ratings-1.csv	d68c476f79daf35971da0a2ae8fee87a48545e73dbfe3218663f75db07068606	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-3.0	5.0	-3.0	false	false		
rf1	11113	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11113/sub11113_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11113/sub11113_SR-Ratings-1.csv	fbf0067b08e49ecc2f021ef24087558527f6e1081bcffb880c46323b482fe710	6	1	1	6	1	3.0	1	-2.0	1	2.0	1	0.0	1	5.0	1	-3.0	10.0	-5.0	false	false		
rf1	11116	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11116/sub11116_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11116/sub11116_SR-Ratings-1.csv	664ecda9b20bca29b8641062c5a9ee05a20e2cde77496fe41962340c0f99a136	6	1	1	6	1	5.0	1	0.0	1	2.0	1	0.0	1	4.0	1	-3.0	11.0	-3.0	false	false		
rf1	11120	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11120/sub11120_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11120/sub11120_SR-Ratings-2.csv	ef7f8db79e05a7c2655ba82f7e84414d1991093bcd1e1a6dde7e0c610669cd87	6	1	1	6	1	4.0	1	0.0	1	2.0	1	0.0	1	0.0	1	-2.0	6.0	-2.0	false	false		
rf1	11125	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11125/sub11125_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11125/sub11125_SR-Ratings-1.csv	a13ef62cc9e73c2d0c13708b343bab0a3f8813e61c3210e30797090191314df8	6	1	1	6	1	-2.0	1	-1.0	1	0.0	1	0.0	1	0.0	1	0.0	-2.0	-1.0	false	true	loss_sum_greater_than_win_sum	
rf1	11126	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11126/sub11126_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11126/sub11126_SR-Ratings-1.csv	213c6dc366c8a5387423c2cbf235f89c6d0e4daaa645419ce6eba1df30fdc5e4	6	1	1	6	1	0.0	1	-1.0	1	1.0	1	1.0	1	2.0	1	0.0	3.0	0.0	false	false		
rf1	11128	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11128/sub11128_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11128/sub11128_SR-Ratings-1.csv	1ab2743692464ed2982675ec7cfc9d35b285a5d777665a3431bd632d2d0113bd	6	1	1	6	1	4.0	1	-4.0	1	4.0	1	-4.0	1	5.0	1	-4.0	13.0	-12.0	false	false		
rf1	11134	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11134/sub11134_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11134/sub11134_SR-Ratings-1.csv	4ba2e44aba7b4c84400d2456195be6aaa2a34dda13f32b18facceae31505469b	6	1	1	6	1	3.0	1	5.0	1	-1.0	1	5.0	1	0.0	1	5.0	2.0	15.0	false	true	loss_sum_greater_than_win_sum	
rf1	11139	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11139/sub11139_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11139/sub11139_SR-Ratings-1.csv	106890873308fe4facf8a28533c4a38aac4cf6a4a354941875b5df9f68014168	6	1	1	6	1	-5.0	1	-3.0	1	1.0	1	-2.0	1	5.0	1	-5.0	1.0	-10.0	false	false		
rf1	11145	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11145/sub11145_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11145/sub11145_SR-Ratings-1.csv	2746ace9873f4b631dfed3184000c56209a5b6a1e1d38ae78f96565cf4dcc1d3	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	5.0	5.0	5.0	false	false		
rf1	11164	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11164/sub11164_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11164/sub11164_SR-Ratings-1.csv	66cda9245a9d72247afd8fdc12a588041571874fdea550807e70a8dbdc0ceb6f	6	1	1	6	1	0.0	1	0.0	1	0.0	1	-1.0	1	1.0	1	1.0	1.0	0.0	false	false		
rf1	11167	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11167/sub11167_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11167/sub11167_SR-Ratings-1.csv	6577fa9746a1d9e1cf794a2d5765226a6bbf920a4665758ee74bb871861c7f46	6	1	1	6	1	0.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	10.0	-15.0	false	false		
rf1	11168	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11168/sub11168_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11168/sub11168_SR-Ratings-1.csv	f26969e0d7593efd80ca4daaedb1ce6656c666297bb4e57faab4956def88e3d8	6	1	1	6	1	1.0	1	-2.0	1	2.0	1	-2.0	1	4.0	1	-2.0	7.0	-6.0	false	false		
rf1	11171	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11171/sub11171_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11171/sub11171_SR-Ratings-1.csv	e4d75c1b0b83edf665e0cafe00e5112caa3ddb13d8788223e87661b56f18f35c	6	1	1	6	1	0.0	1	0.0	1	-1.0	1	0.0	1	4.0	1	-2.0	3.0	-2.0	false	false		
rf1	11177	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11177/sub11177_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11177/sub11177_SR-Ratings-1.csv	3f2d186483e4d4123d0767fa17f92dc2684a441748148271124e60bafd3970a5	6	1	1	6	1	0.0	1	0.0	1	0.0	1	-2.0	1	2.0	1	-4.0	2.0	-6.0	false	false		
rf1	11192	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11192/sub11192_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11192/sub11192_SR-Ratings-1.csv	bc40957cd70b09e646fc01c764f60931bfa7cb54c925cd99b3d54ab040a207d6	6	1	1	6	1	4.0	1	0.0	1	3.0	1	-2.0	1	0.0	1	-4.0	7.0	-6.0	false	false		
rf1	11193	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11193/sub11193_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11193/sub11193_SR-Ratings-1.csv	4b8c588f9df9e4f29ab72f7cbd47dc67828513163a71fd41e731a8c8af097c1e	6	1	1	6	1	5.0	1	0.0	1	5.0	1	0.0	1	5.0	1	0.0	15.0	0.0	false	false		
rf1	11201	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11201/sub11201_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11201/sub11201_SR-Ratings-1.csv	c0882c4fda555ec9b59562e6c5ffbd91a5a43e3d8b70cc10c5ed6276f1ea26f0	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-5.0	1	5.0	1	-5.0	15.0	-15.0	false	false		
rf1	11203	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11203/sub11203_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11203/sub11203_SR-Ratings-1.csv	0b35768008d69d761bad3c35c88981f1e2543e6e7a60632543fd982761524ed6	6	1	1	6	1	0.0	1	2.0	1	4.0	1	0.0	1	-4.0	1	0.0	0.0	2.0	false	true	loss_sum_greater_than_win_sum	
rf1	11209	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11209/sub11209_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11209/sub11209_SR-Ratings-1.csv	9a2d8e980952bb59cf47a3f0098fa2dbc05c65472f770a823ddfcf3f5b83d036	6	1	1	6	1	-4.0	1	0.0	1	-5.0	1	0.0	1	4.0	1	0.0	-5.0	0.0	false	true	loss_sum_greater_than_win_sum	
rf1	11227	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11227/sub11227_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11227/sub11227_SR-Ratings-1.csv	6faefe963f53e56f70a35d06cd56d5ddcb8a44d01f50cb725d31ff3dda681614	6	1	1	6	1	-2.0	1	0.0	1	2.0	1	0.0	1	3.0	1	-2.0	3.0	-2.0	false	false		
rf1	11238	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11238/sub11238_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11238/sub11238_SR-Ratings-1.csv	7836b9c513d584f652e27492af93aa19e3a417b7122efbe799d9d8eac047e25d	6	1	1	6	1	-5.0	1	-5.0	1	2.0	1	-2.0	1	5.0	1	3.0	2.0	-4.0	false	false		
rf1	11241	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11241/sub11241_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11241/sub11241_SR-Ratings-1.csv	c80ff026c1f8d4a00b05993b4367be226d84522c80db3d8f5b984d5073424533	6	1	1	6	1	5.0	1	-1.0	1	5.0	1	-3.0	1	5.0	1	-5.0	15.0	-9.0	false	false		
rf1	11246	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11246/sub11246_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11246/sub11246_SR-Ratings-1.csv	d9ce5d7d95164bfe739ff6b570ea2c902b0e089b18404ee242e1f4a54aa79325	6	1	1	6	1	1.0	1	-4.0	1	2.0	1	-3.0	1	5.0	1	2.0	8.0	-5.0	false	false		
rf1	11276	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11276/sub11276_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11276/sub11276_SR-Ratings-1.csv	ff1a6c7bd708571853b111f5a7e9f796fa5c50c8d8579a3fce9cfe1042314469	6	1	1	6	1	-2.0	1	-3.0	1	-3.0	1	-2.0	1	3.0	1	3.0	-2.0	-2.0	false	false		
rf1	11286	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11286/sub11286_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11286/sub11286_SR-Ratings-1.csv	5add17e4dc6ba5455c2a0b9333bc6c300e5ae72e7f271eb9608d0c270de31056	6	1	1	6	1	-1.0	1	-1.0	1	3.0	1	-1.0	1	3.0	1	-3.0	5.0	-5.0	false	false		
rf1	11301	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11301/sub11301_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11301/sub11301_SR-Ratings-1.csv	6405b4aba0fbec9639e3206230de296caf09ae0427065eb76024db2753332340	6	1	1	6	1	-1.0	1	-1.0	1	-1.0	1	-1.0	1	5.0	1	-1.0	3.0	-3.0	false	false		
rf1	11311	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11311/sub11311_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11311/sub11311_SR-Ratings-1.csv	b1185d49396c9a166b726208c2ba3c4dfcb6df7d3120a46cfa9bbb01d1813dd0	6	1	1	6	1	-3.0	1	-2.0	1	0.0	1	0.0	1	5.0	1	0.0	2.0	-2.0	false	false		
rf1	11312	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11312/sub11312_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11312/sub11312_SR-Ratings-1.csv	fa9df60416b795dec4d223ef981958a54757a719f3f18bbb6d17cb2b77ae70e2	6	1	1	6	1	0.0	1	-2.0	1	2.0	1	-1.0	1	4.0	1	-2.0	6.0	-5.0	false	false		
rf1	11316	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11316/sub11316_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11316/sub11316_SR-Ratings-1.csv	2746ace9873f4b631dfed3184000c56209a5b6a1e1d38ae78f96565cf4dcc1d3	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	5.0	5.0	5.0	false	false		
rf1	11318	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11318/sub11318_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11318/sub11318_SR-Ratings-1.csv	416b45fa8883cffb650324d40a110ec993fd924ab9583c24eb6ca974126ab9f1	6	1	1	6	1	0.0	1	-5.0	1	0.0	1	0.0	1	3.0	1	-3.0	3.0	-8.0	false	false		
rf1	11321	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11321/sub11321_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11321/sub11321_SR-Ratings-1.csv	ed9a27074f5a9915c96e440d5b52df0ae493f1cabf079b0b7c61bf4af3af2b15	6	1	1	6	1	3.0	1	-3.0	1	5.0	1	-3.0	1	5.0	1	-3.0	13.0	-9.0	false	false		
rf1	11325	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11325/sub11325_SR-Ratings-.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11325/sub11325_SR-Ratings-.csv	914cdd031431628d343fedd339da719fc54db658c5bf7ce0489a7100ba496963	6	1	1	6	1	0.0	1	0.0	1	1.0	1	-1.0	1	4.0	1	-3.0	5.0	-4.0	false	false		
rf1	11326	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11326/sub11326_SR-Ratings-2.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11326/sub11326_SR-Ratings-2.csv	a41660ea27f8a52fe5a04e50189d6862533ae8a1dbc3212d34191ab25dcd256c	6	1	1	6	1	1.0	1	-3.0	1	4.0	1	-2.0	1	2.0	1	-5.0	7.0	-10.0	false	false		
rf1	11329	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11329/sub11329_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11329/sub11329_SR-Ratings-1.csv	fcef402d2d8e0f81fb8a2e87b8acabb849ce87d84fbb3e4c810a1c8ac92f6752	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-2.0	1	5.0	1	-4.0	15.0	-11.0	false	false		
rf1	11330	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11330/sub11330_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11330/sub11330_SR-Ratings-1.csv	2dfb333e8f5efadb4a7c6fa5228c4a7283b33935fab06b16326a686a1eb13dc3	6	1	1	6	1	4.0	1	-2.0	1	4.0	1	-2.0	1	4.0	1	-2.0	12.0	-6.0	false	false		
rf1	11337	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11337/sub11337_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11337/sub11337_SR-Ratings-1.csv	549738a975c55e044cdc15cf259ae27d924eeb69e221eb14160c3fd2a2fc9804	6	1	1	6	1	4.0	1	-4.0	1	4.0	1	-4.0	1	5.0	1	-5.0	13.0	-13.0	false	false		
rf1	11338	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11338/sub11338_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11338/sub11338_SR-Ratings-1.csv	477c4f4af4abb82ef077d03f5d74bd0868a2aa6658569801b9437e22ade2947e	6	1	1	6	1	0.0	1	-3.0	1	3.0	1	-5.0	1	5.0	1	-5.0	8.0	-13.0	false	false		
rf1	11340	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11340/sub11340_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11340/sub11340_SR-Ratings-1.csv	fc44738f57ce766ebaa9a13397c469262fd02d250a89b34a55b4f3f2c933dd66	6	1	1	6	1	5.0	1	-2.0	1	5.0	1	-2.0	1	5.0	1	-5.0	15.0	-9.0	false	false		
rf1	11343	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11343/sub11343_SR-Ratings-.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11343/sub11343_SR-Ratings-.csv	c3d6de8519d920b86917834b1bb259e71aba82afae22e30d5925a715e5ce09b7	6	1	1	6	1	2.0	1	-2.0	1	3.0	1	-3.0	1	5.0	1	-4.0	10.0	-9.0	false	false		
rf1	11345	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11345/sub11345_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11345/sub11345_SR-Ratings-1.csv	bef88f3b6923df087270a540c34fd72f7b4bf507b34a7f283f22520d31f9da41	6	1	1	6	1	1.0	1	-1.0	1	3.0	1	-3.0	1	5.0	1	-5.0	9.0	-9.0	false	false		
rf1	11348	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11348/sub11348_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11348/sub11348_SR-Ratings-1.csv	9248d08e16c84d75f5672dc2a31be4b3b053d8f253599e1e47422f6af2fb73cc	13	2	2	6	1	0.0	1	0.0	1	0.0	1	0.0	1	2.0	1	2.0	2.0	2.0	false	false		selected_last_complete_block:2_of_2
rf1	11358	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11358/sub11358_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11358/sub11358_SR-Ratings-1.csv	260ec1aff9334a048b4b7a718f980363dfea75fea2ae1fcbc5410d991a1fb5f9	6	1	1	6	1	0.0	1	-1.0	1	3.0	1	-1.0	1	-2.0	1	-4.0	1.0	-6.0	false	false		
rf1	11364	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11364/sub11364_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11364/sub11364_SR-Ratings-1.csv	65aabfe2ca42a5fe6e979aebc8e43bf17c86122ec08f9c5ea7bb08ceb50193c3	6	1	1	6	1	5.0	1	-4.0	1	5.0	1	-4.0	1	5.0	1	-4.0	15.0	-12.0	false	false		
rf1	11367	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11367/sub11367_SR-Ratings-.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11367/sub11367_SR-Ratings-.csv	b6d749e50b72ab4d52c8ecb760c325b73de150662f3c8a0ea4ad8dd6b98f3b09	6	1	1	6	1	5.0	1	-2.0	1	4.0	1	-4.0	1	4.0	1	-5.0	13.0	-11.0	false	false		
rf1	11374	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11374/sub11374_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11374/sub11374_SR-Ratings-1.csv	433176869b21e7efc2bcd9b4935fbb85bf79dbfc27156c5c9850a1ca51141be3	6	1	1	6	1	-1.0	1	-1.0	1	3.0	1	1.0	1	4.0	1	2.0	6.0	2.0	false	false		
rf1	11376	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11376/sub11376_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11376/sub11376_SR-Ratings-1.csv	6911cfd2edc08f713e97f5698e12fad6be1df670a30dbb4262315149f3dfc7ce	6	1	1	6	1	0.0	1	0.0	1	5.0	1	1.0	1	5.0	1	1.0	10.0	2.0	false	false		
rf1	11377	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11377/sub11377_SR-Ratings-.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11377/sub11377_SR-Ratings-.csv	12a4f906c3913fb140e7edfbc5245c6b4117f74f6b71e03d654748553d568039	6	1	1	6	1	5.0	1	-5.0	1	5.0	1	-4.0	1	5.0	1	-3.0	15.0	-12.0	false	false		
rf1	11387	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11387/sub11387_SR-Ratings-1.csv	unique	1	/ZPOOL/data/projects/rf1-sra/stimuli/Scan-Card_Guessing_Game/logs/11387/sub11387_SR-Ratings-1.csv	0eb10c73e3c40d8b6bb4ce1a51823b15c5e663e48567ff02dda1de78344070df	6	1	1	6	1	0.0	1	0.0	1	0.0	1	0.0	1	5.0	1	-2.0	5.0	-2.0	false	false		
