subject,feat_relpath,cope_idx,contrast_name,contrast_fix,H_common,H_source,scale_factor,psc_mean,roi
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,0.176678,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.096688,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.036679,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.264619,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.243301,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.096507,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.176678,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.176678,masks/seed-ofc.nii.gz
sub-10317,derivatives/fsl/sub-10317/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.176678,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,-0.213925,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,-0.103979,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,-0.105013,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.049531,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.062684,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.036247,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.02121,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.032253,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.040202,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.080588,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.186554,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.105628,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,-0.057931,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,-0.151389,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,0.04398,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.107883,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.171534,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.125272,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.257524,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.062238,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.223762,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-10369,derivatives/fsl/sub-10369/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,0.015324,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,-0.011973,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,0.005845,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,0.01885,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,0.013773,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.007533,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.001281,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.005511,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.001494,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.012835,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.012765,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,-0.009799,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,0.013296,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,0.007454,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,0.019466,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,-0.005954,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.028382,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,0.016133,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,0.024444,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.01009,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope5.feat,5,S_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.005941,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope6.feat,6,S_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.010148,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope7.feat,7,C_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope8.feat,8,F_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-104,derivatives/fsl/sub-104/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope9.feat,9,S_neu,1.0,0.1365668,ppheight_header,13.656679999999998,-0.002194,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope1.feat,1,C_pun,1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope10.feat,10,rew-pun,3.0,0.1365668,ppheight_header,4.552226666666666,0.019199,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope11.feat,11,F-S,2.0,0.1365668,ppheight_header,6.828339999999999,-0.028038,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope12.feat,12,F-C,2.0,0.1365668,ppheight_header,6.828339999999999,0.042225,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope13.feat,13,(F+S)-C,4.0,0.1365668,ppheight_header,3.4141699999999995,0.056597,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope14.feat,14,F-S (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,0.129242,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope15.feat,15,S-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.153289,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope16.feat,16,F-C (rew-pun),2.0,0.1365668,ppheight_header,6.828339999999999,-0.032436,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope17.feat,17,F-S (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.109493,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope18.feat,18,S-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,-0.083834,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope19.feat,19,F-C (rew),1.0,0.1365668,ppheight_header,13.656679999999998,0.024641,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope2.feat,2,C_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.123014,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope20.feat,20,F-S (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope21.feat,21,S-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope22.feat,22,F-C (rew-neu),1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope23.feat,23,F-(S+C) all,4.0,0.1365668,ppheight_header,3.4141699999999995,0.006722,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope24.feat,24,F-(S+C) rew,2.0,0.1365668,ppheight_header,6.828339999999999,0.069339,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope25.feat,25,F-(S+C) pun,2.0,0.1365668,ppheight_header,6.828339999999999,-0.032327,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope26.feat,26,F-(S+C) rew-pun,4.0,0.1365668,ppheight_header,3.4141699999999995,0.046641,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope27.feat,27,F_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope28.feat,28,S_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope29.feat,29,C_dec,1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope3.feat,3,F_pun,1.0,0.1365668,ppheight_header,13.656679999999998,0.057426,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope30.feat,30,Face v Non-Face,1.0,0.1365668,ppheight_header,13.656679999999998,-0.019736,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope31.feat,31,F-S (pun),1.0,0.1365668,ppheight_header,13.656679999999998,-0.15512,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope32.feat,32,F-C (pun),1.0,0.1365668,ppheight_header,13.656679999999998,0.081337,masks/seed-ofc.nii.gz
sub-10402,derivatives/fsl/sub-10402/L2_task-sharedreward_model-1_type-act_sm-5.gfeat/cope4.feat,4,F_rew,1.0,0.1365668,ppheight_header,13.656679999999998,0.138345,masks/seed-ofc.nii.gz
