dataset	subject	session	type	runs	strategy	status	problem	path
ds003745	134		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-134/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	134		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-134/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	136		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-136/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	136		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-136/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	137		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-137/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	137		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-137/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	140		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-140/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	140		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-140/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	141		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-141/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	141		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-141/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	142		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-142/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	142		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-142/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	143		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-143/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	143		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-143/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	144		act	01,02	fixed_effects	verified		/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-144/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	144		ppi_seed-vs	01,02	fixed_effects	verified		/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-144/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	145		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-145/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	145		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-145/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	147		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-147/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	147		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-147/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	149		act	02	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-149/L1_task-sharedreward_model-fulltrial_type-act_run-2_sm-6.feat
ds003745	149		ppi_seed-vs	02	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-149/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-2_sm-6.feat
ds003745	150		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-150/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	150		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-150/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	151		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-151/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	151		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-151/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	152		act	02	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-152/L1_task-sharedreward_model-fulltrial_type-act_run-2_sm-6.feat
ds003745	152		ppi_seed-vs	02	l1_passthrough	unverified	unverified retained L1 runs [2]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-152/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-2_sm-6.feat
ds003745	153		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-153/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	153		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-153/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	154		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-154/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	154		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-154/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	155		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-155/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	155		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-155/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	156		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-156/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	156		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-156/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	157		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-157/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	157		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-157/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	158		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-158/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	158		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-158/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
ds003745	159		act	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-159/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
ds003745	159		ppi_seed-vs	01,02	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/ds003745/sub-159/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10317	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10317/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10317	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10317/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10369	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10369/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10369	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10369/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10402	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10402/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10402	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10402/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10418	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10418/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10418	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10418/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
rf1	10462	01	act	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10462/ses-01/L1_task-sharedreward_model-fulltrial_type-act_run-1_sm-6.feat
rf1	10462	01	ppi_seed-vs	1	l1_passthrough	unverified	unverified retained L1 runs [1]; 	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10462/ses-01/L1_task-sharedreward_model-fulltrial_type-ppi_seed-vs_run-1_sm-6.feat
rf1	10478	01	act	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10478/ses-01/L2_task-sharedreward_model-fulltrial_type-act_sm-6.gfeat
rf1	10478	01	ppi_seed-vs	1,2	fixed_effects	unverified	unverified retained L1 runs [1, 2]; expected model directory absent	/ZPOOL/data/projects/sharedreward-aging/derivatives/fsl/rf1/sub-10478/ses-01/L2_task-sharedreward_model-fulltrial_type-ppi_seed-vs_sm-6.gfeat
